loss,categorical_accuracy,val_loss,val_categorical_accuracy
6.394351959228516,0.009615384973585606,5.3416290283203125,0.0182291679084301
5.367374897003174,0.03305288404226303,5.235800743103027,0.0390625
4.358802318572998,0.12259615957736969,5.0715789794921875,0.0885416716337204
3.4284780025482178,0.26382213830947876,4.849011421203613,0.1614583432674408
2.6294593811035156,0.4146634638309479,4.590798854827881,0.2473958432674408
2.034471273422241,0.533052921295166,4.297262191772461,0.3697916865348816
1.532244086265564,0.6694712042808533,4.003272533416748,0.4635416865348816
1.2031530141830444,0.7223557829856873,3.6854963302612305,0.5416666865348816
0.9355965852737427,0.798677921295166,3.3979382514953613,0.6067708730697632
0.7304917573928833,0.8509615659713745,3.1485776901245117,0.6536458730697632
0.5823456645011902,0.8762019276618958,2.888192653656006,0.6692708730697632
0.49888744950294495,0.9062500596046448,2.632718563079834,0.7135416865348816
0.3994026780128479,0.9302884936332703,2.405099868774414,0.7421875
0.336592435836792,0.9368990659713745,2.214989185333252,0.7552083730697632
0.28531670570373535,0.9555288553237915,2.0399022102355957,0.765625
0.24807295203208923,0.9531250596046448,1.828777551651001,0.7916666865348816
0.20525912940502167,0.967548131942749,1.6360986232757568,0.8020833730697632
0.18486078083515167,0.967548131942749,1.4933228492736816,0.8125
0.15735052525997162,0.9777644872665405,1.352229118347168,0.8098958730697632
0.14661921560764313,0.978365421295166,1.2129089832305908,0.8072916865348816
0.12667904794216156,0.981370210647583,1.113558292388916,0.8046875
0.11298615485429764,0.9819712042808533,1.0427534580230713,0.8098958730697632
0.10148965567350388,0.9855769872665405,0.974273681640625,0.8072916865348816
0.10178927332162857,0.9843750596046448,0.9011120796203613,0.8072916865348816
0.09198129177093506,0.9849759936332703,0.8539175987243652,0.8098958730697632
0.07725241780281067,0.9915865659713745,0.8031133413314819,0.8072916865348816
0.07567492872476578,0.9903846383094788,0.756743311882019,0.8177083730697632
0.07822941243648529,0.9897837042808533,0.7244210243225098,0.8177083730697632
0.06745278835296631,0.990985631942749,0.693821370601654,0.8177083730697632
0.05894947424530983,0.990985631942749,0.6754093170166016,0.8255208730697632
0.049585629254579544,0.9963942766189575,0.6625431180000305,0.8229166865348816
0.05059567466378212,0.9927884936332703,0.6586562395095825,0.8125
0.04536452516913414,0.9957932829856873,0.6497581005096436,0.7994791865348816
0.04461735114455223,0.9927884936332703,0.6217124462127686,0.8098958730697632
0.04432603716850281,0.993990421295166,0.616733193397522,0.8177083730697632
0.041103314608335495,0.9951923489570618,0.6114608645439148,0.8203125
0.035244181752204895,0.9975962042808533,0.5981889963150024,0.8229166865348816
0.031865764409303665,0.9993990659713745,0.5935297608375549,0.8177083730697632
0.03736882656812668,0.9951923489570618,0.5908859372138977,0.8229166865348816
0.028061166405677795,0.998798131942749,0.5877046585083008,0.828125
0.03268151357769966,0.996995210647583,0.5836517810821533,0.8229166865348816
0.031096773222088814,0.996995210647583,0.5697447061538696,0.8307291865348816
0.02882816642522812,0.9975962042808533,0.5667595863342285,0.8229166865348816
0.030242696404457092,0.9951923489570618,0.5835234522819519,0.8307291865348816
0.025103429332375526,0.9981971383094788,0.5872711539268494,0.8255208730697632
0.02361423522233963,0.9975962042808533,0.5676303505897522,0.8203125
0.023681001737713814,0.9975962042808533,0.5601741671562195,0.8203125
0.022744515910744667,0.996995210647583,0.5578227043151855,0.8255208730697632
0.021127087995409966,0.9981971383094788,0.5603731870651245,0.8359375
0.02066481113433838,0.9981971383094788,0.571456789970398,0.8307291865348816
0.02338712103664875,0.9957932829856873,0.5745800733566284,0.8385416865348816
0.023413412272930145,0.9963942766189575,0.560916543006897,0.84375
0.0207687821239233,0.9975962042808533,0.5436769723892212,0.84375
0.01879006437957287,0.998798131942749,0.552895188331604,0.8489583730697632
0.018526412546634674,0.9975962042808533,0.5565406680107117,0.8385416865348816
0.02050061710178852,0.998798131942749,0.5565469264984131,0.8333333730697632
0.01789299212396145,0.9993990659713745,0.5678120851516724,0.828125
0.015307876281440258,0.9981971383094788,0.5621249675750732,0.828125
0.01725885644555092,0.998798131942749,0.5676859617233276,0.8203125
0.014269326813519001,1.0,0.5624282360076904,0.8255208730697632
0.013386939652264118,0.9975962042808533,0.5600389242172241,0.828125
0.01757378689944744,0.9975962042808533,0.5719740390777588,0.8411458730697632
0.01231789868324995,0.9981971383094788,0.5616472959518433,0.828125
0.015069466084241867,0.9981971383094788,0.562149703502655,0.828125
0.012759880162775517,0.9981971383094788,0.5699777007102966,0.8229166865348816
0.012553260661661625,0.9993990659713745,0.5741626620292664,0.8203125
0.011526022106409073,0.9993990659713745,0.5666185617446899,0.828125
0.014846338890492916,0.9975962042808533,0.5619618892669678,0.8307291865348816
0.012067198753356934,0.9993990659713745,0.5564707517623901,0.8359375
0.011431606486439705,1.0,0.556495189666748,0.8385416865348816
0.010569753125309944,0.9993990659713745,0.5476303100585938,0.8411458730697632
0.008026118390262127,1.0,0.5522950887680054,0.8515625
0.009695990942418575,0.998798131942749,0.5473816990852356,0.84375
0.009290208108723164,1.0,0.5498644113540649,0.8359375
0.009197731502354145,0.9993990659713745,0.5462738871574402,0.8385416865348816
0.011055185459554195,0.9993990659713745,0.5630865097045898,0.8333333730697632
0.010107330977916718,0.998798131942749,0.5673884153366089,0.8333333730697632
0.008270680904388428,0.998798131942749,0.56524658203125,0.8489583730697632
0.008361004292964935,1.0,0.5624765753746033,0.8489583730697632
0.009003001265227795,0.9993990659713745,0.5627785921096802,0.8411458730697632
0.006518877111375332,1.0,0.5641757249832153,0.8359375
0.006613865029066801,0.9993990659713745,0.5665417909622192,0.8359375
0.008439705707132816,0.9993990659713745,0.5712524652481079,0.84375
0.00668859388679266,1.0,0.5713344812393188,0.8489583730697632
0.0077957469038665295,1.0,0.5769525766372681,0.84375
0.008163908496499062,0.998798131942749,0.5858576893806458,0.8463541865348816
0.006451320834457874,0.9993990659713745,0.6085311770439148,0.8411458730697632
0.006348880007863045,1.0,0.5967504978179932,0.8411458730697632
0.0065829139202833176,0.9993990659713745,0.5772610902786255,0.84375
0.006603583227843046,0.9993990659713745,0.5707190036773682,0.8411458730697632
0.00812726840376854,0.9981971383094788,0.5935418009757996,0.8359375
0.00637848163023591,1.0,0.5804446339607239,0.8411458730697632
0.005527704022824764,1.0,0.5708363056182861,0.8463541865348816
0.005668639671057463,1.0,0.5691540837287903,0.8463541865348816
0.004481482785195112,1.0,0.5655899047851562,0.8359375
0.004763413220643997,1.0,0.5629550814628601,0.8359375
0.00871170312166214,0.9981971383094788,0.5682809352874756,0.8333333730697632
0.006243256852030754,0.998798131942749,0.565464973449707,0.8255208730697632
0.008352545090019703,0.998798131942749,0.5676480531692505,0.828125
0.005581335164606571,1.0,0.5750948190689087,0.828125
0.007846144959330559,0.998798131942749,0.5722741484642029,0.8359375
0.006287275813519955,0.9993990659713745,0.5656574368476868,0.8359375
0.005132748745381832,0.9993990659713745,0.5611709356307983,0.8333333730697632
